             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN
             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN
             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN
             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN
             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN
             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN
             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN
             NaN             NaN             NaN             NaN             NaN   4.2143873e+00   4.1441753e+00   4.0209300e+00   3.9494584e+00   3.8774177e+00   3.7957941e+00   3.8159288e+00   3.6963783e+00   3.5861541e+00   3.7998738e+00   3.8650422e+00   3.8829717e+00   3.7669813e+00   3.3781920e+00   2.9976948e+00             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN   4.1757786e+00   4.3404354e+00   4.4555852e+00   4.5406156e+00   4.7441856e+00   4.7771546e+00   4.8599502e+00   4.7602303e+00   4.6456017e+00   4.2851352e+00   4.0234893e+00   4.1014095e+00             NaN
   3.9698777e+00   3.9413659e+00   4.0316512e+00   4.2137835e+00   4.1233199e+00   4.1030781e+00   4.1026753e+00   4.2113969e+00   4.1921091e+00   4.0679285e+00   3.9291990e+00   3.9097163e+00   3.8206291e+00   3.6877509e+00   3.7443676e+00   3.9119861e+00   3.7617220e+00   3.4883722e+00   3.0667873e+00   2.7359661e+00   2.2486920e+00   1.8829806e+00   1.7030090e+00   1.6882370e+00   1.7587792e+00   1.9476025e+00             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN   4.5259819e+00   4.6812648e+00   4.7874666e+00   4.6807095e+00   4.6764629e+00   4.7428824e+00   4.7044512e+00   4.7926926e+00   4.7884088e+00   4.7317485e+00   4.5172268e+00   4.4197533e+00   4.2532676e+00   3.9347220e+00   3.9282757e+00   4.0133890e+00
   4.0635008e+00   4.1502272e+00   4.1222849e+00   4.0498497e+00   3.9849243e+00   3.9541401e+00   3.9829979e+00   4.1511320e+00   4.3001910e+00   4.2798408e+00   4.1071065e+00   3.9112484e+00   3.7469949e+00   3.6360942e+00   3.6381677e+00   3.7047330e+00   3.6153848e+00   3.3493114e+00   3.0383587e+00   2.7390416e+00   2.3774976e+00   2.0283391e+00   1.8660719e+00   1.7844248e+00   1.7629988e+00   1.8067481e+00   1.9981819e+00   2.2865544e+00             NaN             NaN             NaN             NaN             NaN   4.1707031e+00   3.7309318e+00   3.2776598e+00   2.9118842e+00   2.5563277e+00   2.6600801e+00             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN   5.2645919e+00   4.8223244e+00   4.7209638e+00   4.6706718e+00   4.7635823e+00   4.8930350e+00   4.9512506e+00   5.0090137e+00   4.9199345e+00   4.8229130e+00   4.6901949e+00   4.6513164e+00   4.5239428e+00   4.3947447e+00   4.4312378e+00   4.3799091e+00   4.1626245e+00   4.0535073e+00   4.0094963e+00   3.9306387e+00   3.9211929e+00   4.1849152e+00
