3.447633786436199443e+01 3.447633786436199443e+01 3.447633786436199443e+01 3.447633786436199443e+01 3.447633786436199443e+01 3.447633786436199443e+01 3.447633786436199443e+01 3.447633786436199443e+01 3.447633786436199443e+01 3.447633786436199443e+01 3.447633786436199443e+01 3.447633786436199443e+01 3.447633786436199443e+01 3.447633786436199443e+01 3.447633786436199443e+01 3.447633786436199443e+01 3.447633786436199443e+01 3.447633786436199443e+01 3.447633786436199443e+01 3.447633786436199443e+01 3.447633786436199443e+01 3.447633786436199443e+01 3.447633786436199443e+01 3.447633786436199443e+01 3.447633786436199443e+01 3.447633786436199443e+01 3.447633786436199443e+01 3.447633786436199443e+01 3.447633786436199443e+01 3.447633786436199443e+01 3.447633786436199443e+01 3.447633786436199443e+01 3.447633786436199443e+01 3.447633786436199443e+01 3.447633786436199443e+01 3.447633786436199443e+01 3.447633786436199443e+01 3.447633786436199443e+01 3.447633786436199443e+01 3.447633786436199443e+01 3.447633786436199443e+01 3.447633786436199443e+01 3.447633786436199443e+01 3.447633786436199443e+01 3.447633786436199443e+01 3.447633786436199443e+01 3.447633786436199443e+01 3.447633786436199443e+01 3.447633786436199443e+01 3.447633786436199443e+01 3.447633786436199443e+01 3.447633786436199443e+01 3.447633786436199443e+01 3.447633786436199443e+01 3.447633786436199443e+01 3.447633786436199443e+01 3.447633786436199443e+01 3.447633786436199443e+01 3.447633786436199443e+01 3.447633786436199443e+01 3.447633786436199443e+01 3.447633786436199443e+01 3.447633786436199443e+01 3.447633786436199443e+01 3.447633786436199443e+01 3.447633786436199443e+01 3.447633786436199443e+01 3.447633786436199443e+01 3.447633786436199443e+01 3.447633786436199443e+01 3.447633786436199443e+01 3.447633786436199443e+01 3.447633786436199443e+01
3.490327480488713263e+01 3.505439789036881848e+01 3.515447358349683782e+01 3.520124803327507834e+01 3.519504867107480095e+01 3.513867287117091109e+01 3.503710237669611161e+01 3.489707114038765212e+01 3.472652848227153299e+01 3.453404901562953455e+01 3.432824438393390665e+01 3.411722906455725024e+01 3.390818382398538233e+01 3.370704718053184479e+01 3.351834937441799411e+01 3.334518706504877628e+01 3.318932238472598328e+01 3.305137877616016340e+01 3.293109928796548047e+01 3.282763102626313412e+01 3.273980190233260146e+01 3.266636177923692230e+01 3.260616838303940312e+01 3.255830758312413309e+01 3.252214662539336132e+01 3.249732660929430494e+01 3.248370622171159994e+01 3.248127209247331848e+01 3.249003205910685210e+01 3.250990636836695558e+01 3.254062890952172893e+01 3.258166667870318634e+01 3.263216162094977335e+01 3.269089555647497036e+01 3.275627665257570698e+01 3.282634511871538052e+01 3.289879636096702598e+01 3.297102125492574487e+01 3.304016477051800393e+01 3.310320515851162781e+01 3.315705571767830406e+01 3.319868958299457518e+01 3.322528520450623546e+01 3.323438677878766612e+01 3.322407060467503470e+01 3.319310590250233872e+01 3.314109758996164601e+01 3.306859903975055204e+01 3.297718478863043856e+01 3.286947607843421792e+01 3.274911540420634992e+01 3.262068936331615987e+01 3.248960163938045298e+01 3.236189974821627402e+01 3.224406029923056849e+01 3.214273826655517041e+01 3.206448651494974911e+01 3.201545298350038138e+01 3.200106477857207210e+01 3.202571103717218648e+01 3.209243958972228938e+01 3.220268569533482150e+01 3.235605374101351117e+01 3.255017398787049387e+01 3.278065546971129152e+01 3.304115248462585441e+01 3.332355560913038062e+01 3.361830908186129818e+01 3.391484546168612724e+01 3.420211674436131943e+01 3.446918995163241561e+01 3.470586600575688863e+01 3.490327480488713263e+01
3.374318588257847296e+01 3.419345326680559083e+01 3.444361402748700129e+01 3.448480793563112456e+01 3.432553261501880115e+01 3.399090496210192214e+01 3.352004618251521606e+01 3.296184676269740521e+01 3.236962539716842002e+01 3.179538071654724263e+01 3.128440564263974011e+01 3.087097394641068604e+01 3.057562765414786554e+01 3.040432835872161377e+01 3.034943835859485262e+01 3.039222679792010240e+01 3.050640103110390555e+01 3.066207406934381652e+01 3.082959945634047472e+01 3.098281510262359006e+01 3.110140055665897307e+01 3.117222594611894237e+01 3.118972030726308731e+01 3.115539233770732608e+01 3.107669530517387102e+01 3.096545089656729033e+01 3.083605025184670012e+01 3.070364625411639281e+01 3.058254111941187148e+01 3.048494891192467549e+01 3.042026123125697268e+01 3.039485942748115122e+01 3.041240660477660640e+01 3.047444288960059566e+01 3.058103382886702093e+01 3.073121628294802576e+01 3.092306117414136679e+01 3.115331152355201993e+01 3.141671467815604046e+01 3.170529503331272281e+01 3.200786242647518520e+01 3.231000340648506608e+01 3.259467415655990408e+01 3.284334959621764938e+01 3.303753835146426354e+01 3.316039258025421077e+01 3.319814356874167061e+01 3.314116682408302950e+01 3.298459046579000642e+01 3.272846851606618657e+01 3.237761636531286058e+01 3.194123753189705894e+01 3.143246398826977384e+01 3.086790052420428765e+01 3.026721993113824283e+01 2.965280784319156737e+01 2.904940755416373577e+01 2.848367102105885351e+01 2.798349278224395675e+01 2.757700295470658602e+01 2.729113568948287138e+01 2.714977167948745773e+01 2.717156344436034487e+01 2.736766318058334946e+01 2.773965418073203182e+01 2.827801512771475245e+01 2.896141475658669151e+01 2.975705188192659989e+01 3.062214213202969404e+01 3.150652773203091783e+01 3.235626315867693847e+01 3.311791243513289373e+01 3.374318588257847296e+01
3.136339281871050844e+01 3.210629347412577772e+01 3.247380185862994040e+01 3.243128903102206095e+01 3.199300869537228209e+01 3.122392898454017995e+01 3.023358041110122940e+01 2.916221515414326859e+01 2.816129924045662847e+01 2.737166388990499399e+01 2.690321872197182529e+01 2.681986813223375066e+01 2.713224071528793502e+01 2.779925761054255418e+01 2.873777135740556332e+01 2.983791983246555901e+01 3.098085507687619611e+01 3.205536906273164277e+01 3.297064427640998474e+01 3.366364563089246076e+01 3.410111710110459171e+01 3.427731750733892113e+01 3.420922699028596980e+01 3.393089988167139381e+01 3.348807498636460878e+01 3.293338619463202122e+01 3.232190452583427032e+01 3.170656930754694258e+01 3.113341106284815396e+01 3.063714448286600600e+01 3.023831308624767189e+01 2.994325878394010942e+01 2.974753938964749977e+01 2.964217987172924040e+01 2.962084250701082055e+01 2.968529595150448586e+01 2.984690475982279168e+01 3.012322911244064017e+01 3.053069903269624774e+01 3.107591665464997277e+01 3.174875131264889205e+01 3.251975373632876654e+01 3.334279872621209506e+01 3.416195722037491578e+01 3.492019094447960015e+01 3.556710199785038640e+01 3.606371919422781502e+01 3.638373147071433777e+01 3.651198416035731498e+01 3.644181850698896596e+01 3.617272803939158621e+01 3.570906960372167305e+01 3.505973638679915894e+01 3.423826535609259736e+01 3.326297271980274672e+01 3.215715686131306938e+01 3.094974346711342150e+01 2.967663960916888755e+01 2.838250751531450078e+01 2.712199404447073903e+01 2.595911535815275784e+01 2.496379657434590627e+01 2.420545240528144859e+01 2.374458024345858576e+01 2.362410811185918647e+01 2.386233941368982414e+01 2.444876197555186081e+01 2.534308880198022962e+01 2.647716488478181418e+01 2.775915308735784492e+01 2.907969512930367273e+01 3.032018186657342085e+01 3.136339281871050844e+01
2.914290014410153162e+01 3.013555352587263769e+01 3.071147841081074148e+01 3.075523304941407332e+01 3.023375694305514116e+01 2.921681030835043202e+01 2.787467199972252274e+01 2.645260017021109888e+01 2.522767765470598533e+01 2.445735585761985931e+01 2.433035972222387500e+01 2.493019930537366236e+01 2.621945425380772576e+01 2.804894795420750597e+01 3.019008933643408454e+01 3.238242448389382844e+01 3.438410178637832360e+01 3.601246404276662361e+01 3.716570157684918740e+01 3.782291887392420904e+01 3.802654215651637060e+01 3.785546813262590149e+01 3.739862378491670825e+01 3.673677848548140901e+01 3.593638022228014961e+01 3.505412026805788628e+01 3.414643338841233344e+01 3.327600248149383333e+01 3.250894559648531867e+01 3.190164784923445040e+01 3.148295030266308459e+01 3.124191185860263431e+01 3.113044379756956914e+01 3.108339658419299667e+01 3.104933259612016627e+01 3.101841382516249723e+01 3.103366393905071163e+01 3.117882333739498790e+01 3.154669035051665560e+01 3.220091050503742736e+01 3.314729548235800394e+01 3.432659759277657940e+01 3.563126286223950956e+01 3.693829899254797056e+01 3.814367188136839104e+01 3.918368623478954760e+01 4.003569018632379084e+01 4.070087567237851545e+01 4.118058436321280169e+01 4.145974635347238291e+01 4.150574479369470282e+01 4.128139350945821207e+01 4.076265708728351456e+01 3.994996567440875879e+01 3.886714512947446565e+01 3.755041691168207763e+01 3.603614408743669628e+01 3.435627630746739669e+01 3.254495184147026521e+01 3.065210409965629879e+01 2.875488404534189613e+01 2.695819397871991896e+01 2.538129425225633895e+01 2.413502269916443765e+01 2.329933405723340911e+01 2.291064293847057343e+01 2.296290819814885253e+01 2.341872736535697186e+01 2.422150232668036551e+01 2.530024288444337799e+01 2.656461109259271325e+01 2.789570753603129560e+01 2.914290014410153162e+01
2.815965184708647939e+01 2.941036674134966233e+01 3.045850707889758269e+01 3.102497964631947980e+01 3.093607753871992827e+01 3.018262657111108638e+01 2.892657200356688918e+01 2.746331230921941824e+01 2.615724153703513366e+01 2.536498086330902879e+01 2.535634768295039976e+01 2.624529616438439916e+01 2.794949962370901630e+01 3.019798761952961286e+01 3.259402089654577139e+01 3.471851100356934694e+01 3.624020668488537922e+01 3.699470830602012938e+01 3.700782626509680995e+01 3.646166628963737821e+01 3.562169831363780759e+01 3.475202370418901410e+01 3.404433512377818261e+01 3.357875776463924922e+01 3.332572549171072751e+01 3.318719581175173516e+01 3.306194193866394926e+01 3.290690496457818881e+01 3.276341519526067714e+01 3.273103714283888621e+01 3.290011978441543761e+01 3.328133274923857243e+01 3.377722287832966686e+01 3.421899678166300873e+01 3.445285098516569633e+01 3.442886860511589475e+01 3.424207673720911771e+01 3.410132223137316032e+01 3.424022449934909673e+01 3.481329319142923850e+01 3.582602214499320326e+01 3.713090471828991213e+01 3.849148885608656201e+01 3.968591877316248429e+01 4.060155424680488068e+01 4.127312539484319132e+01 4.184224617505515198e+01 4.245728734864860598e+01 4.316803830157550692e+01 4.387596465511842325e+01 4.437035095266037388e+01 4.442987454174772211e+01 4.393028300717423917e+01 4.289714192405563153e+01 4.147834353506095795e+01 3.985972059559298941e+01 3.817754599856243658e+01 3.647733583846411420e+01 3.473592121844922076e+01 3.292546045107383179e+01 3.107600900728994020e+01 2.929742004934314537e+01 2.774694767184109878e+01 2.656116536014314988e+01 2.579240776894494047e+01 2.538880810783984998e+01 2.523248388228148542e+01 2.521528736341724652e+01 2.530656416982037626e+01 2.556929403165486292e+01 2.611071194288479091e+01 2.699360337083089689e+01 2.815965184708647939e+01
2.812555702703957650e+01 2.964241598146918477e+01 3.129762694831424596e+01 3.261851979638959165e+01 3.329346090670060221e+01 3.323743648455865696e+01 3.255672014000310810e+01 3.148065706278202924e+01 3.031355692456281758e+01 2.940203297144989847e+01 2.907569419432275026e+01 2.954007683737609113e+01 3.076005823598688949e+01 3.241191577523704836e+01 3.396054258054937236e+01 3.484606534623617335e+01 3.469496225955208502e+01 3.345542756851455124e+01 3.140284477463319490e+01 2.903163546160067199e+01 2.689592561329482123e+01 2.546147126982850750e+01 2.500149480593654516e+01 2.554351426414950765e+01 2.687158330148940877e+01 2.859585583682383003e+01 3.029035067874610831e+01 3.165964179405409595e+01 3.265350111433554048e+01 3.345230490644962629e+01 3.431503479527918898e+01 3.537722937648004518e+01 3.653308651413271946e+01 3.748676163928803362e+01 3.794184892244129514e+01 3.780236172985723897e+01 3.725518039743974441e+01 3.668873652320007750e+01 3.650487480246101768e+01 3.692997498928798450e+01 3.791321454845319749e+01 3.914962129897730847e+01 4.021866057238321446e+01 4.079014349835779285e+01 4.081145864785639787e+01 4.057089572969516666e+01 4.056921680138066222e+01 4.123579149378520015e+01 4.264098399566591979e+01 4.439030355493787283e+01 4.578961514598631766e+01 4.619734432267523516e+01 4.535281100129941478e+01 4.348525292303702372e+01 4.115382431609032210e+01 3.893669422744278563e+01 3.716234939266496440e+01 3.582273018173418677e+01 3.468216125251001358e+01 3.348775179616222886e+01 3.215123152248997940e+01 3.080777968479742412e+01 2.973036456836371144e+01 2.915274174154637876e+01 2.910301965701410154e+01 2.935049749889776649e+01 2.951174518360676302e+01 2.926803225133062369e+01 2.856855158621328883e+01 2.768905281729666967e+01 2.709787216318272840e+01 2.720231665667552079e+01 2.812555702703957650e+01
2.854896280926777763e+01 3.028441714011569275e+01 3.219985755199240884e+01 3.376838134730905949e+01 3.479881265267204071e+01 3.536401946714886435e+01 3.557505603816434814e+01 3.543845326851987920e+01 3.492154727253637247e+01 3.413231447809766905e+01 3.339910144088071320e+01 3.312130507709844096e+01 3.347431177173120886e+01 3.419936583660546603e+01 3.466261726475340765e+01 3.416940298836834700e+01 3.233522387448465452e+01 2.928543692512494090e+01 2.558818461784721876e+01 2.200317794049715303e+01 1.921892597295709493e+01 1.770450104551628101e+01 1.768021989683393258e+01 1.912634899169324854e+01 2.176956681519823178e+01 2.508185752097188015e+01 2.838641005833051167e+01 3.110291595327544201e+01 3.301463404063997586e+01 3.435004825329269806e+01 3.556818086026942183e+01 3.697299661756096611e+01 3.845106129062924083e+01 3.954976225784412236e+01 3.983611935123826697e+01 3.924516470240541821e+01 3.815243147403816693e+01 3.714979014378513966e+01 3.672667324668282163e+01 3.706932081883314822e+01 3.803465784707486819e+01 3.923169032477971996e+01 4.016167661478039008e+01 4.043460616389120332e+01 4.003875518020186064e+01 3.949864190955395316e+01 3.970478695308429451e+01 4.138738022416919193e+01 4.453018906606621385e+01 4.817569140971363595e+01 5.085327317556948401e+01 5.140219147743800931e+01 4.963949175479774567e+01 4.642196418990124585e+01 4.309205007458967884e+01 4.071681054836244584e+01 3.960917038650131872e+01 3.935328305434995855e+01 3.920260775415226817e+01 3.854566864871731013e+01 3.719560690717889884e+01 3.542195273154629831e+01 3.376510892225633143e+01 3.272967897902117329e+01 3.248839020451032411e+01 3.275073151250580850e+01 3.290261898865037438e+01 3.237513986466547067e+01 3.102954711910433616e+01 2.929581823873650137e+01 2.794674362951764124e+01 2.764234282777306362e+01 2.854896280926777763e+01
3.015700452134615261e+01 3.199640168477799307e+01 3.344423260217035931e+01 3.421740955956465768e+01 3.465613824568117707e+01 3.532939500745214900e+01 3.646057409199465837e+01 3.768277486586157465e+01 3.834154346029845328e+01 3.807357649506138841e+01 3.714261844887914776e+01 3.622917952536681696e+01 3.584859306300722892e+01 3.588567710844972680e+01 3.562454213803539460e+01 3.424173943902269457e+01 3.138050008075560982e+01 2.739967959657315077e+01 2.316539141736075180e+01 1.958114811497989649e+01 1.719701975252746706e+01 1.612965399855329451e+01 1.626620581386259801e+01 1.750886511884300489e+01 1.981151093304970345e+01 2.298739632045271719e+01 2.653666472295981293e+01 2.977369301883572916e+01 3.223787756773890578e+01 3.401749306985675503e+01 3.561206947544133072e+01 3.738896162712217119e+01 3.914012532571632619e+01 4.020414121191697632e+01 4.006974952373002452e+01 3.888055933795612873e+01 3.735839046511136985e+01 3.625756113221814303e+01 3.590659149562907260e+01 3.621879112652322874e+01 3.700118939610683810e+01 3.811997592746456576e+01 3.938293734670787671e+01 4.045969813683859684e+01 4.116189659133169698e+01 4.189348456878860816e+01 4.367283608594925681e+01 4.740514634319379184e+01 5.287174375195536413e+01 5.838367287586424936e+01 6.162116199901174696e+01 6.115411568111949236e+01 5.746872994533305246e+01 5.267255904523790377e+01 4.911712968959454884e+01 4.800270843964790402e+01 4.892216732025917736e+01 5.045803111458371859e+01 5.118267071772424970e+01 5.033190045205446950e+01 4.790945187225133850e+01 4.445026285417361578e+01 4.073336655134380635e+01 3.752168249072610706e+01 3.528810260218551775e+01 3.399837752603252738e+01 3.314402862038878084e+01 3.210769356789433004e+01 3.065142835168535385e+01 2.914607370888461446e+01 2.832064250556277329e+01 2.869734640079059318e+01 3.015700452134615261e+01
3.363317746315078693e+01 3.531077998452974498e+01 3.576642419368590708e+01 3.518597585866700683e+01 3.456540176481348681e+01 3.499676011222027228e+01 3.679676104939289871e+01 3.920744913867292780e+01 4.095606906354714738e+01 4.122359716595929058e+01 4.021124363172430094e+01 3.885201016183054890e+01 3.795709703815555258e+01 3.753731972084915469e+01 3.682926291983903866e+01 3.493730935920712000e+01 3.154535692781746548e+01 2.718617368140940016e+01 2.294068846285426844e+01 1.981582301633034149e+01 1.820551044689318587e+01 1.777275365178820721e+01 1.784358813279686728e+01 1.803857892952464681e+01 1.861285135495882059e+01 2.015420286126027349e+01 2.289077505134582680e+01 2.632133719191824639e+01 2.960585355088642245e+01 3.231766332598044755e+01 3.469630256871323581e+01 3.708218778737591492e+01 3.920630736224529755e+01 4.025146464490126164e+01 3.971651619656358889e+01 3.810978567761731028e+01 3.661340029108396266e+01 3.603001821896123147e+01 3.617795686942554312e+01 3.639449894434210364e+01 3.651171114391672745e+01 3.712701577757707128e+01 3.886729010517456118e+01 4.159928518781453022e+01 4.463955457228212254e+01 4.778324810407093537e+01 5.184517371504807670e+01 5.779603946097950029e+01 6.517698731696737013e+01 7.152731503615950714e+01 7.378722272192362652e+01 7.070064929542604659e+01 6.410055659353383817e+01 5.782439875356658376e+01 5.508936232221049067e+01 5.646885726070377132e+01 5.996459624536055344e+01 6.279053348277193436e+01 6.319281720187382234e+01 6.099145077602588572e+01 5.692174202732576305e+01 5.179418890603619730e+01 4.622529373938141362e+01 4.081176197657850935e+01 3.619380960482294540e+01 3.280458843918177081e+01 3.062807711211053174e+01 2.932014533207711793e+01 2.861455199375450320e+01 2.859251289429403187e+01 2.951977876745422691e+01 3.139138940642760645e+01 3.363317746315078693e+01
